id,collection,dc.contributor.author[],dc.date.issued[],dc.description.abstract[],dc.description.audio[],dc.description[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[],dc.relation.isformatof[],dc.subject[],dc.title.alternative[],dc.title[],dc.type[]
"44619","1813/42947","Weizsäcker, Carl Friedrich, Freiherr von, 1912-2007","11/20/1987","Weizsacker holds that scientists should feel responsible for the social, political and ecological consequences of modern science and technology and should act accordingly.","1_ctt2k1de","Recorded in Ithaca, NY by Cornell University., Sponsored by: Western Societies Program., Speaker(s): Professor of physics and philosophy, Universities of Munich and Hamburg., Lecture, November 20, 1987.||80 minutes","http://hdl.handle.net/1813/43457",,"en_US","3600428","Science--Social aspects||Science--Moral and ethical aspects","Philosophical and political consequences of modern science.|Messenger lectures.","Political and moral consequences of science","Sound"
"44673","1813/42947","hooks, bell, 1952-","4/23/1989","Hooks challenges the intellectual commodification of racial issues and gender issues, stressing the destructive nature of scholarly discourse to those who are oppressed. She finds that white intellectuals, fearful of disempowerment, tend to incorporate challenging issues into intellectual discourse to blur the relationship between races.","1_l079mtco||1_4um1nt8y||1_aezda17n||1_9uzydeqt","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities,See preplec call no 203., Speaker(s): Oberlin College., Lecture, April 23, 1989.||115 minutes","http://hdl.handle.net/1813/43511",,"en_US","3602158","Feminism||Deconstruction||Race relations||Sex differences","Feminism and cultural imperialism: politics of difference.|Toni Morrison lectures.","Critical integration, talking race, resisting rascism","Sound"
"44672","1813/42947","Farrakhan, Louis","4/21/1989","Louis Farrakhan discusses issues related to freedom of speech, racism in America, the legitimacy of the use of violence for principles of liberty, the problems in American education, the origins of Black civilization, and many other diverse topics. He also answers accusations that he is a hatemonger or an anti-Semite.","1_5xiaby1s||1_4nsv1vvl||1_46nw6y87||1_s9s7g0bi||1_gbxn03wd||1_su5b4ms6||1_fyap66je","Recorded in Ithaca, NY by Cornell University., Sponsored by: Ujamaa Residential College,State of Black America., Speaker(s): Leader of the Nation of Islam., Lecture, April 21, 1989.||","http://hdl.handle.net/1813/43510",,"en_US","3602413","Farrakhan, Louis||Race relations--United States||Racism--United States--History||Black power--United States--History||Black race--History",,"Student activism in light of the Willard Straight Takeover","Sound"
"44642","1813/42947","Mernissi, Fatima","10/7/1988","Mernissi attributes the suppression of women's rights in the Muslim world to the advent of Islam and describes the role of women in modern Muslim society.","1_wdn40ufw||1_9wcr3sm3","Recorded in Ithaca, NY by Cornell University., Sponsored by: University Lectures Committee,Center for International Studies,Society for the Humanities,Women's Studies Program,Faculty Committee on Arabic and Islamic Studies of the College of Arts and Sciences., Speaker(s): Universite Mohamed V. Institut, Universitaire de la Recherche Scientifique, Morocco., Lecture, October 7, 1988.||","http://hdl.handle.net/1813/43480",,"en_US","3601956","Muslim women--Social conditions||Women in Islam||Women (Islamic law)","Feminist perspectives on women in the Arabo-Islamic culture.|Arabic and Islamic lectures.","The veil as magic in non-Democratic Islam: the word and the deed or the symbolic management of incoherence","Sound"
"44667","1813/42947","Carmichael, Stokely, 1941-1998","3/29/1989","Toure discusses the ties of black people to Africa, the ways in which they are discriminated against in America through capitalism and oppression, and the need for blacks to unite in a conscious effort to stop injustice.","1_c5s6gqvx||1_c1o2gxqm||1_b8ufg7te","Recorded in Ithaca, NY by Cornell University., Sponsored by: Ujamaa Residential College., Speaker(s): Kwame Toure, formerly known as Stokely Carmichael, is the former prime minister of the Black Panthers., Lecture, March 29, 1989.||150 minutes","http://hdl.handle.net/1813/43505",,"en_US","3601784","African Americans--Africa||Associations, institutions, etc.--African American membership||Capitalism--United States||Race discrimination--United States",,"Fulfilling our destiny: self-empowerment in the face of oppression","Sound"
"44671","1813/42947","Spero, Nancy, 1926-2009","4/8/1989","The lecture consists in a roughly chronological slide presentation and explanation of the artist's work. Some of Spero's series and periods covered are her Paris black paintings, Artaud paintings, the war series, the Torture of Women, and wall paintings.","1_8fz0qytx","Recorded in Ithaca, NY by Cornell University., Sponsored by: Council on the Creative and Performing Arts,See preplec 230., Speaker(s): Painter and collage artist., Lecture, April 8, 1989.||","http://hdl.handle.net/1813/43509",,"en_US","3602135","Spero, Nancy, 1926-2009||Feminism and the arts||Art, American||Art criticism","Feminist literary theory: is there a possible parallel reading in the visual arts?|Visual feminist discourse.","Protagonists, victims and sexual diference","Sound"
"44670","1813/42947","Lee, Spike","4/6/1989","Following a screening of School Daze, Lee answers questions from the audience regarding such issues as his experiences as a black filmaker, his intentions in making the film, and his views on the social and political questions it raises.","1_9ods7bfv||1_oqr7q4ao","Recorded in Ithaca, NY by Cornell University., Sponsored by: Africana Studies and Research Center,Third World Programming Board,Theatre Arts, Department of,Council on the Creative and Performing Arts,Pentangle,Cornell Cinema., Speaker(s): Filmmaker, director of She's Gotta Have It and School Daze., Discussion, April 6, 1989.||80 minutes","http://hdl.handle.net/1813/43508",,"en_US","3601802","Lee, Spike||African American motion picture producers and directors||African Americans in motion pictures","Toni Morrison lectures.|Rose Goldsen memorial lectures.","Spike Lee talk about his films","Sound"
"44643","1813/42947","Rishmawi, Mona","10/8/1988","Rishmawi discusses the role of Palestinian women in the Intifadah.","1_tigs58rt","Recorded in Ithaca, NY by Cornell University., Sponsored by: University Lectures Committee,Center for International Studies,Society for the Humanities,Women's Studies Program,Faculty Committee on Arabic and Islamic Studies of the College of Arts and Sciences., Speaker(s): Practicing lawyer, Human rights activist in Al-Haqq, Ramallah, the West Bank., Lecture, October 8, 1988.||70 minutes","http://hdl.handle.net/1813/43481",,"en_US","3601962","Women in Islam||Women, Palestinian Arab||Women--Political activity--Arab countries","Feminist perspectives on women in the Arabo-Islamic culture.|Arabic and Islamic lectures.","Arab women and political struggles: the case of Palestinian women during the Intifadah","Sound"
"44632","1813/42947","MacIntosh, Peggy","4/27/1988","MacIntosh discusses pedagogy as a means of allowing students to adaopt an adjacent position in relation to subject matter. This approach is an alternative to the lateral, take a position point of view.","1_4abys15z","Recorded in Ithaca, NY by Cornell University., Speaker(s): Associate professor at Wellsley College., Lecture, April 27, 1988.||80 minutes","http://hdl.handle.net/1813/43470",,"en_US","3600601","Education--Study and teaching||Feminism","Gender and pedagogy lectures.","Re-vision: a feminist perspective","Sound"
"44651","1813/42947","Evans, Robin, 1944-1993","11/4/1988","Evans explains what he sees as the three phases of fragmentation in 20th century architecture: cubism and its application to architecture, function and the humanizing of architectural firm, and the decentering of the subject.","1_qfgsqqb1||1_dj0ym8pb","Recorded in Ithaca, NY by Cornell University., Speaker(s): British scholar, currently a visiting professor at Harvard., Lecture, November 4, 1988.||90 minutes","http://hdl.handle.net/1813/43489",,"en_US","3602006","Architecture||Geometry","Preston H. Thomas memorial lectures.","Architecture and its three geometries","Sound"
"44652","1813/42947","Lustig, Arnošt","11/5/1988","Lustig, who wrote the screenplay to the film Transport to Paradise, depicting the plight of Jews during Nazi domination in Germany, gives an introduction to the film.","1_opr1hsri","Recorded in Ithaca, NY by Cornell University., Sponsored by: Council on the Creative and Performing Arts,Music, Department of,Russian Literature, Department of,Theatre Arts, Department of,New York Council for the Humanities., Speaker(s): Lustig is a novelist., Panel, November 5, 1988.||","http://hdl.handle.net/1813/43490",,"en_US","3602012",,"Festival of Czech culture The milieu of Czech literature, film, music: from the 60s to the 80s.","Screening of Transport to Paradise'","Sound"
"44640","1813/42947","Brant, Beth, 1941-2015","10/3/1988","Brant reads from her book, Mohawk Trail, an anthology of native American feminist writings.","1_op6j4rkq","Recorded in Ithaca, NY by Cornell University., Sponsored by: Cornell Women's Studies Program,Firebrand Books,Gays, Bisexuals and Lesbians of Color., Speaker(s): Author of Mohawk Trail, editor of A Gathering of Spirit, a Native American feminist anthology., Reading, October 3, 1988.||","http://hdl.handle.net/1813/43478",,"en_US","3601941","Indians of North America--Literature||Women authors||Literature--Indian authors",,"Beth Brant reads from her own work","Sound"
"44639","1813/42947","Snodgrass, W. D. (William De Witt), 1926-2009","9/26/1988","Snodgrass reads passages from autobiographical sketches composed while he was visiting and working in Mexico.","1_qngnf8ny||1_eylchqse","Recorded in Ithaca, NY by Cornell University., Sponsored by: English, Department of., Speaker(s): 1960 Pulitzer Prize winner in poetry for his first book, Heart's Needle, visiting professor of poetry, Cornell., Reading, September 26, 1988.||","http://hdl.handle.net/1813/43477",,"en_US","3601925","1900 - 1999",,"W.D. Snodgrass reads his own poetry","Sound"
"44662","1813/42947","Sedgwick, Eve Kosofsky","2/20/1989","Sedgwick describes the nature of homosexuality as portrayed in Melville's Billy Budd. She examines the subject through analysis of characters and conflicts and discusses the effect of AIDS on current homosexual definition.","1_v4za7lyz||1_zz3karf4","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Speaker(s): Professor of English, Duke University., Lecture, February 20, 1989.||92 minutes","http://hdl.handle.net/1813/43500",,"en_US","3601722",,,"Billy Budd: after the homosexual","Sound"
"44661","1813/42947","Colby, William Egan, 1920-1996||Beitz, Charles R.","12/1/1988","Colby and Beitz discuss the politics of covert action, debating on such aspects as secrecy and efficacy.","1_arzw7nmh||1_brqgpkkd||1_5q6tdddy","Recorded in Ithaca, NY by Cornell University., Sponsored by: Ethics and Public Life, Program on,Carnegie Council on Ethics and International Affairs., Speaker(s): Colby was the Director of the U.S. Central Intelligence Agency, 1973-76. Beitz is Professor of Political Science at Swarthmore College., Lecture, December 1, 1988.||","http://hdl.handle.net/1813/43499",,"en_US","3602058","United States. Central Intelligence Agency||Democracy||Ethics||Intelligence service",,"Covert action in a democracy: the ethical considerations","Sound"
"44635","1813/42947","Piedra, José","4/29/1988","Piedra compares Latin American song with North American blues.","1_imcnwksd||1_ygb4v5at","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities,See CU 2793 for additional sponsors., Speaker(s): Expert on Afro-Hispanic Studies at Yale University, Fellow of the Society for the Humanities, Cornell., Lecture, April 29, 1988.||60 minutes","http://hdl.handle.net/1813/43473",,"en_US","3600610","Popular music--United States||Music--Latin America||African Americans--Music||Blues (Music)","Race and class in Latin American popular music.","Blues on blues","Sound"
"44630","1813/42947","Mehrez, Samia","4/16/1988","Mehrez discusses the recent development of bilingual writing among Francophone writers (specifically Arab) as being distinct from the currently-existing alternatives of writing in French while adhering to a metropole perspective or of immersing oneself in Arabic. She points out the political implications of such a choice.","1_2be3rp1x||1_fje39gvc","Recorded in Ithaca, NY by Cornell University., Speaker(s): Assistant Professor of Near Eastern Studies, Cornell University., Lecture, April 16, 1988.||70 minutes","http://hdl.handle.net/1813/43468",,"en_US","3600646","Bilingualism and literature||Arabic literature--Foreign countries||Algerian literature (French)","Race and the humanities.","Contesting the dominant other: the case of the Francophone North African writer","Sound"
"44644","1813/42947","Fuentes, Carlos","10/12/1988","Fuentes discusses his motivations for writing and the functions and expectations of writers in Latin America. The author quotes examples from his own writings to illustrate topics.","1_ph2tq16r||1_jazeidpc","Recorded in Ithaca, NY by Cornell University., Sponsored by: Romance Studies, Department of., Speaker(s): He is a Mexican novelist., Reading, October 12, 1988.||63 minutes","http://hdl.handle.net/1813/43482",,"en_US","3601967","Fuentes, Carlos||Authors, Latin American||Authors, Mexican||Latin American literature--20th century 1900 - 1999","Rose Goldsen memorial lectures.","Carlos Fuentes reads from his work","Sound"
"44650","1813/42947","Evans, Robin, 1944-1993","11/3/1988","Evans presents a study of the architecture of centralized Renaissance churches with emphasis on the manner in which meaning is conveyed.","1_ohcb6n5j||1_xd2zkvsp","Recorded in Ithaca, NY by Cornell University., Speaker(s): British scholar, currently a visiting professor at Harvard., Lecture, November 3, 1988.||90 minutes","http://hdl.handle.net/1813/43488",,"en_US","3602002",,"Preston H. Thomas memorial lectures.","Centrality","Sound"
"44665","1813/42947","Weddington, Sarah Ragle||Schlafly, Phyllis","3/14/1989","Weddington and Shlafly debate the ethical aspects of abortion and the future of legislation on abortion in the United States. Weddington argues that abortion is a woman's legal and moral right of choice; Shlafly argues that abortion is murder and should be made illegal.","1_kl5c8il6||1_7gxlg3wa||1_nha0dxfz","Recorded in Ithaca, NY by Cornell University., Sponsored by: Cornell University Program Board,Sigma Phi Fraternity., Speaker(s): Weddington defended Jane Roe in the landmark Roe vs. Wade Supreme Court case. Schlafly headed the campaign that defeated the ratification of the ERA., Debate, March 14, 1989.||100 minutes","http://hdl.handle.net/1813/43503",,"en_US","3601773","Abortion--Law and legislation--United States||Abortion--Moral and ethical aspects||Pro-choice movement||Pro-life movement",,"The future of abortion","Sound"
"44625","1813/42947","Van Tienhoven, Ari","3/14/1988","Tienhoven presents the concept of teaching through personal insights and techniques. He argues that teaching is a two-way street which requires critical thinkingfrom both teacher and student.","1_3dzdxr5t||1_ir0fizr8","Recorded in Ithaca, NY by Cornell University., Sponsored by: Education, Department of,Office of Instruction, College of Agriculture and Life Sciences,Cornell Education Society., Speaker(s): Professor Emeritus, Avian Physiology., Lecture, March 14, 1988.||55 minutes","http://hdl.handle.net/1813/43463",,"en_US","3600395","Education, Higher||Teacher-student relationships||Educational innovations","Teaching in a changing world: dilemmas and challenges.","Structuring the environment: selecting resources and utilizing technology","Sound"
"44657","1813/42947","Otto, Christian F.||Rowe, Colin||Fuente, Guillaume Jullian de la||Hodgen, Lee F.||Shaw, John||Warke, Val K.||Seligmann, Werner||","11/19/1988","Panel members discuss the relationship between architecture and architectural history, particularly the past and present influence of Le Corbusier's work and theory on Cornell's design curriculum.","1_bzx5um7z||1_zjpq84v3||1_ogji28zr||1_edaa0slv","Recorded in Ithaca, NY by Cornell University., Sponsored by: EXEDRA (Cornell student chapter of the Society of Architectural Historians),Architecture, Department of,Architecture, Art and Planning, College of., Speaker(s): All speakers are professors of architecture at Cornell with the exception of Seligmann, who is the Dean of the School of Architecture, Syracuse University., Symposium, November 19, 1988.||","http://hdl.handle.net/1813/43495",,"en_US","3602047",,,"Cornell on Corbu: the myth of the Corb Academy","Sound"
"44655","1813/42947","Schorr, Daniel, 1916-2010","11/15/1988","Schorr outlines Reagan's three major attributes: speech reading, small talk, and ineptitude in dealing with spontaneous affairs. He addresses the president's popularity and his future legacy.","1_e1rdvizz||1_zz5p6zyx","Recorded in Ithaca, NY by Cornell University., Sponsored by: University Events (Public Affairs), Office of., Speaker(s): Senior news analyst for National Public Radio., Lecture, November 15, 1988.||67 minutes","http://hdl.handle.net/1813/43493",,"en_US","3602029","Since 1980","J. Eric Nordlander lectures.","The Reagan presidency and domestic affairs","Sound"
"44638","1813/42947","Mohawk, John, 1945-2006","9/26/1988","Mohawk shifts his presentation from a discussion of Indian agricultural practices to focus on the contributions which the Iroquois Indians made to the construction of the United States Constitution.","1_c8f9oit1||1_zm00oa9k||1_ywchv00e","Recorded in Ithaca, NY by Cornell University., Sponsored by: American Indian Program., Speaker(s): Professor of American studies, SUNY-Buffalo., Lecture, September 26, 1988.||","http://hdl.handle.net/1813/43476",,"en_US","3601920","Indians of North America--Iroquois Indians--Agriculture||Iroquois Indians","Cultural encounter: corn--Indian gift to the world.","Denonville and Sullivan campaigns: record of Iroquois agriculture","Sound"
"44637","1813/42947","Draitser, Emil, 1937-","9/19/1988","Draitser describes Soviet humor and compares it to that of the United States.","1_tmq91a3o","Recorded in Ithaca, NY by Cornell University., Sponsored by: Russian Literature, Department of., Speaker(s): Professor of Russian at Hunter College and New York School of Comedy., Lecture, September 19, 1988.||60 minutes","http://hdl.handle.net/1813/43475",,"en_US","3601915",,,"From Russia with laughs: Soviet underground humor","Sound"
"44636","1813/42947","Sagan, Carl, 1934-1996","6/10/1988","Sagan discusses the socioeconomic implications of present-day expenditures on conventional and nuclear arms as well as the hypothetical recognition of states like South Africa on the future.","1_nll57pj6||1_s9qpyotv","Recorded in Ithaca, NY by Cornell University., Sponsored by: Alumni Affairs, Office of., Speaker(s): Sagan is the David Duncan Professor of Astronomy and Space Sciences, Director of the Laboratory for Planetary Studies, creator of Cosmos television series and author of Dragons of Eden, Broca's Brain, etc., Lecture, June 10, 1988.||","http://hdl.handle.net/1813/43474",,"en_US","3601667","Nuclear warfare--Social aspects||Nuclear weapons||Nuclear nonproliferation","Spencer T. and Ann W. Olin lectures.","Goals for the 21st-century","Sound"
"44631","1813/42947","Maksoud, Clovis","4/18/1988","Maksoud advances the notion that due to the establishment of the state of Israel, the Palestinians have ceased to be human beings and have become human obstacles. What is needed, in his mind, is a Palestinian adaptation to the Israeli fear psyche.","1_5ll4569j||1_1p45r8d4","Recorded in Ithaca, NY by Cornell University., Sponsored by: The Arab Club., Speaker(s): Ambassador Maksoud is the permanent observer of the League of Arab States to the United Nations, and chief representative of the Arab League to the United States., Lecture, April 18, 1988.||80 minutes","http://hdl.handle.net/1813/43469",,"en_US","3600593","Jewish-Arab relations||Palestine||Israel--Foreign relations||Middle East--Politics and government--1945- Since 1945",,"Future of peace in the middle east: an arab perspective","Sound"
"44659","1813/42947","Snyder, Mitch, Fennelly, Carol","11/30/1988","Snyder discusses the plight of homeless people who cannot find affordable housing in America, suggesting ways in which this problem may be alleviated.","1_9nwzamle","Recorded in Ithaca, NY by Cornell University., Sponsored by: Hotel Administration, School of,Southside Community Shelter,Red Cross Emergency Shelter,Center for Religion, Ethics and Social Policy (CRESP)., Speaker(s): Community for Creative Non-Violence., Lecture, November 30, 1988.||85 minutes","http://hdl.handle.net/1813/43497",,"en_US","3602054",,,"Homeless in America","Sound"
"44626","1813/42947","LaFeber, Walter||Katzenstein, Peter J.","4/5/1988","LaFeber and Katzenstein both address the question of America on the decline, with LaFeber providing a historical account of how the decline has happened and Katzenstein suggesting some solutions to it.","1_3knrscui||1_lvyl2kpl","Recorded in Ithaca, NY by Cornell University., Sponsored by: Cornell Democrats., Speaker(s): Mr. LaFeber is Professor of American History at Cornell. Mr. Katzenstein is Professor of Government at Cornell., Lecture, April 5, 1988.||87 minutes","http://hdl.handle.net/1813/43464",,"en_US","3600678","Since 1981",,"Is America on the decline?","Sound"
"44658","1813/42947","Naylor, Gloria","11/21/1988","Naylor describes the development of her literary voice and suggests that the legion of voices which have preceded her have molded hers into what it is today.","1_k80p6ida","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Speaker(s): Author of The Women of Brewster Place, Mama Day and Linden Hills., Reading, November 21, 1988.||","http://hdl.handle.net/1813/43496",,"en_US","3602048","Women authors||African American women authors",,"The evolution of a writer's voice: Gloria Naylor reads and reflects on her own work","Sound"
"44660","1813/42947","Taylor, Joseph H. (Joseph Hooton)","12/1/1988","Taylor discusses the mechanisms involved in measuring time with an atomic clock, and covers related aspects of pulsars and relativity.","1_1sshjjsk||1_wv716opi","Recorded in Ithaca, NY by Cornell University., Sponsored by: Astronomy, Department of., Speaker(s): James S. McDonnell Distinguished University Professor of Physics, Princeton University., Lecture, December 1, 1988.||55 minutes","http://hdl.handle.net/1813/43498",,"en_US","3602057","Relativity (Physics)||Pulsars||Atomic clocks","Thomas Gold lectures.","Relativity, pulsars and atomic time","Sound"
"44669","1813/42947","Mailer, Norman","4/4/1989","Mailer talks of his involvement with the group of writers who spoke out against the Ayatollah Khomeni's death threats to Salmon Rushdie and against Walden Books, who pulled Rushdie's book, Satanic Verses, from their shelves. He recounts the meeting between the writers and a group of Black Muslims to come to some understanding of their opposing positions. He tries to convey a sense of what Khomeni's threat symbolized to Western writers.","1_ll048b93||1_w8yl15jg||1_t3xi1wkq","Recorded in Ithaca, NY by Cornell University., Sponsored by: Cornell University Program Board,Alpha Delta Phi Fraternity., Speaker(s): Pulitzer prize winner, co-founder of The Village Voice, author of The Armies of the Night, The Naked and the Dead, The Executioner's Song, Tough Guys Don't Dance, and other works., Lecture, April 4, 1989.||","http://hdl.handle.net/1813/43507",,"en_US","3601796","Rushdie, Salman. Satanic verses||Censorship||Prohibited books||Muslims||Literature, Modern--20th century 1900 - 1999",,"The right to write","Sound"
"44634","1813/42947","West, Cornel","4/28/1988","West discusses the Black Church and its oppositional politics (ie., the use of prophetic, all-embracing vision) and its consequences in terms of both enabling and disabling causes of freedom. She is introduced by Hortense Spillers, visiting professor of English, Cornell University.","1_ojmzcu1j||1_eqs4i8hl","Recorded in Ithaca, NY by Cornell University., Sponsored by: Society for the Humanities., Speaker(s): West is from the Union Theological Seminary., Lecture, April 28, 1988.||110 minutes","http://hdl.handle.net/1813/43472",,"en_US","3600603","African Americans--Religion||African American theologians||Theologians--United States||Religion and politics","Toni Morrison lectures.","The black church and oppositional politics","Sound"
"44633","1813/42947","Orlov, Yuri, 1924-","4/27/1988","Orlov discusses the current situation in the Soviet Union in view of glasnost and suggests that the withdrawal of Soviet troops from Afghanistan is unique in the history of the Soviet Union.","1_kr4fmrl1||1_4txhwklx","Recorded in Ithaca, NY by Cornell University., Sponsored by: November 11th Committee., Speaker(s): Orlov is a Soviet physicist who was imprisonned in the Soviet Union because of his human rights activism. He is now a researcher at Cornell in the Physics Department., Lecture, April 27, 1988.||35 minutes","http://hdl.handle.net/1813/43471",,"en_US","3600679",,"Gorbachev and Soviet reform: insights on the present and future.","The Gorbachev reforms: a relationship between human rights and mutual security","Sound"
"44647","1813/42947","Fitzpatrick, Sheila","10/20/1988","Fitzpatrick reviews the Moscow and provincial trials, emphasizing the latter's role in the Great Purge of 1937 and the struggles of peasants to testify against officials on trial.","1_e8kvlqba||1_ephebcsf","Recorded in Ithaca, NY by Cornell University., Sponsored by: University Lectures Committee,Committee on Soviet Studies,History, Department of., Speaker(s): Oliver H. Radkey Regents' Professor of History, University of Texas at Austin., Lecture, October 20, 1988.||","http://hdl.handle.net/1813/43485",,"en_US","3601985","Moscow Trials, Moscow, Russia, 1936-1937||Law--Soviet Union||Trials (Political crimes and offenses)--Russian S.F.S.R||Moscow Trials, Moscow, Russia, 1936-1937||Soviet Union--History--1925-1953 1925 - 1953","University lectures.","Provincial Stalinism: scenes from the Great Purge 1937","Sound"
"44621","1813/42947","Ali, Tariq||Mohanty, Satya P. (Satya Prakash), 1954-||Herskowitz, Richard||Caputi, Anthony Francis, 1924-||Bershen, Wanda","2/26/1988","The panel discusses the British response to Sammy and Rosie Get Laid.","1_qmbu8777||1_1a2743g3","Recorded in Ithaca, NY by Cornell University., Sponsored by: Western Societies Program,Cornell Cinema,Council on the Creative and Performing Arts,Society for the Humanities,Arts College Dean's Fund,Near Eastern Studies, Department of., Speaker(s): Tarig Ali is a director with Banden Productions. Wanda Bershen is a programmer with CUNY T.V., New York. Anthony Caputi is a Cornell professor of Comparative Literature. Richard Herskowitz is the director of Cornell Cinema. Satya P. Mohanty is a Cornell English professor and a 1988 Society for the Humanities fellow., Panel, February 26, 1988.||70 minutes","http://hdl.handle.net/1813/43459",,"en_US","3600575","Minorities||Film criticism||Europe--Ethnic relations||Great Britain--Ethnic relations||Great Britain--In motion pictures","New ethnic minorities in European culture.","Sammy and Rosie Get Laid: a round-table discussion of the film","Sound"
"44663","1813/42947","Shammas, Anton","3/2/1989","Shammas discusses the intransience of the Palestinian Intifadeh uprisings and the extent to which its negative implications for Israel are transformed to more acceptable conclusions by and for Israelis.","1_ryrnvg06||1_ss1irgop","Recorded in Ithaca, NY by Cornell University., Sponsored by: Arabic and Islamic Studies Committee., Speaker(s): Visiting Fellow, Institute for the Humanities, University of Michigan., Lecture, March 2, 1989.||75 minutes","http://hdl.handle.net/1813/43501",,"en_US","3601741",,,"The Intifadeh: stones and afterthoughts","Sound"
"44654","1813/42947","Schorr, Daniel, 1916-2010","11/14/1988","Schorr criticizes the role of television in politics today, focusing on Ronald Reagan's successful manipulation of television to weave his fantasies into a reality for the American public.","1_nvisayn9||1_f5pdgmj4","Recorded in Ithaca, NY by Cornell University., Sponsored by: University Events (Public Affairs), Office of., Speaker(s): Senior news analyst for National Public Radio., Lecture, November 14, 1988.||83 minutes","http://hdl.handle.net/1813/43492",,"en_US","3602028",,"J. Eric Nordlander lectures.","The presidency in the media age","Sound"
"44624","1813/42947","Lipstadt, Deborah E.","3/10/1988","Lipstadt discusses the Jewish American Princess stereotype as a socially sanctioned expression of anti-semitism.","1_8oa9on3e||1_re4mdpug","Recorded in Ithaca, NY by Cornell University., Sponsored by: Near Eastern Studies, Department of., Speaker(s): Hebrew University Fellow., Lecture, March 10, 1988.||60 minutes","http://hdl.handle.net/1813/43462",,"en_US","3600375","Antisemitism--United States||Stereotypes (Social psychology)||Social psychology",,"The myth of the American Jewish princess","Sound"
"44649","1813/42947","LaFeber, Walter","10/31/1988","LeFeber examines the history of U.S. intervention in Latin America and relates America's modern Latin American policies to its previous history of intervention.","1_ch7mou71||1_ump9datr","Recorded in Ithaca, NY by Cornell University., Sponsored by: Latin American Studies Program (LASP),Committee on United States-Latin American Relations (CUSLAR)., Speaker(s): Professor of history, Cornell, author of Inevitable Revolution., Lecture, October 31, 1988.||","http://hdl.handle.net/1813/43487",,"en_US","3601994","Imperialism||Dependency||United States--Foreign relations--Latin America||Latin America--Foreign relations--United States","CUSLAR after dinner discussions.","The United States in Latin America: a history of intervention","Sound"
"44623","1813/42947","Chavez, Cesar, 1927-1993","3/3/1988","Chavez presents the movement of the United Farm Workers to boycott California grapes due to the alleged use of pesticides and unfair labor practices by growers.","1_ruacqx8g||1_glz4ouk0","Recorded in Ithaca, NY by Cornell University., Sponsored by: Mexican American Student Association., Speaker(s): Founder and President, United Farmworkers Union., Lecture, March 3, 1988.||75 minutes","http://hdl.handle.net/1813/43461",,"en_US","3600554","Agricultural laborers--United States||Agricultural laborers--Labor unions||Mexican American agricultural laborers||Discrimination in employment--United States",,"The wrath of grapes","Sound"
"44691","1813/42947","Allen, Stan","4/5/1992",,"1_f8f9ttgy||1_3jqhn1tm","Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Architecture, Art and Planning,German Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western Societies Program., Speaker(s): Practicing architect, professor of architecture, Columbia University., Lecture, April 5, 1992, 2:30 pm, 115 Tjaden Hall.||63 minutes","http://hdl.handle.net/1813/43529",,"en_US","3604157",,"Architecture, memory, Holocaust: a symposium and exhibit.","Practices of laughter","Sound"
"44690","1813/42947","Milton, Sybil","4/5/1992",,"1_qlhpon0a||1_7h6eteid","Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Architecture, Art and Planning,German Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western Societies Program., Speaker(s): Senior Resident Historian, United States Holocaust Memorial Council., Lecture, April 5, 1992, 1:40 pm, 115 Tjaden Hall.||49 minutes","http://hdl.handle.net/1813/43528",,"en_US","3604156",,"Architecture, memory, Holocaust: a symposium and exhibit.","Changing meaning and context of Holocaust memorials in Germany","Sound"
"44689","1813/42947","Taylor, Mark C., 1945-","4/5/1992",,"1_ydn0gusd||1_0hgig78x","Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Architecture, Art and Planning,German Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western Societies Program., Speaker(s): Professor of religion, Williams College., Lecture, April 5, 1992, 11:40 am, 115 Tjaden Hall.||73 minutes","http://hdl.handle.net/1813/43527",,"en_US","3604155",,"Architecture, memory, Holocaust: a symposium and exhibit.","Not architecture","Sound"
"44688","1813/42947","Mosse, George L. (George Lachmann), 1918-1999","4/4/1992",,"1_pixnpt1u","Recorded in Ithaca, NY by Cornell University., Sponsored by: College of Architecture, Art and Planning,German Studies, Dept of,Program of Jewish Studies,Herbert F. Johnson Museum of Art,Western Societies Program., Speaker(s): Professor of history, University of Wisconsin at Madison, Clark Fellow (Cornell)., Lecture, April 4, 1992, 7:00 pm, 115 Tjaden Hall.||55 minutes","http://hdl.handle.net/1813/43526",,"en_US","3604151",,"Architecture, memory, Holocaust: a symposium and exhibit.","Theory of the monument of the Third Reich","Sound"
