100,245,511,505,700,518,IsBarnes,Location,formatted_date,formatted_title,Original Folder Name,New Folder Name
,00$aStudent chamber music recital.,0\$aVarious performers.,"00$tSonata in F minor for clarinet and piano, op. 120, no. 1.$tAllegro appassionato ;$tAndante un poco adagio ;$tAllegretto grazioso ;$tVivace /$rJohannes Brahms (Jeffrey Lau, clarinet ; Emily Dothe, piano) --$tViolin sonata in B-flat major, K. 454.$tLargo--allegro ;$tAndante ;$tAllegretto /$rWolfgang Amadeus Mozart (Jonathan Park, violin ; Frederick Dong, piano) --$tFrom Sonatina in G major for violin and piano, op. 100 :$tLarghetto ;$tMolto vivace /$rAnton{acute}in Dvor{acute}ak (Jasmine Edison, violin ; Miri Yampolsky, piano) --$tPiano trio in E minor, op. 90 (""Dumky"").$tLento maestoso ;$tPoco adagio ;$tAndante ;$tAndante moderato ;$tAllegro ;$tLento maestoso /$rDvor{acute}ak (Kyuree Kang, piano ; William Moseson, violin ; Gregory Chu, cello).",,"\\$oRecorded$d2013 May 5,$pBarnes Hall, Cornell University.",TRUE,Barnes,5/5/13 0:00,Student chamber music recital.,20130505_Student_Chamber_Music,
,00$aPiano students of Xak Bjerken and Andrew Zhou :$bChopin and beyond.,0\$aVarious performers.,"00$tScherzo no. 3 in C-sharp minor, op. 39 /$rFr{acute}ed{acute}eric Chopin (Fred Dong) --$tTranscendental {acute}etude no. 11, ""Harmonies du soir"" /$rFranz Liszt (Emily Dothe) --$tEtude in C-sharp minor, op. 2, no. 1 ;$tEtude in E major, op. 8, no. 5 /$rAlexander Scriabin (Tiffany Tsay) --$tMazurkas$g(2009).$tModerato ;$tPrestissimo molto espressivo ;$tGrave maestoso /$rThomas Ad{grave}es (Andrew Zhou) --$tStudy in C-sharp minor after Chopin etude, op. 10, no. 12 /$rLeopold Godowsky --$tEtude in E major, op. 10, no. 3 ;$tEtude in C major, op. 10, no. 1 /$rChopin (Eric Tan) --$tStudy no. 1 /$rWitold Lutoslawski (Loren Loiacono) --$tL'isle joyeuse /$rClaude Debussy --$tEtude in B minor, op. 25, no. 10 /$rChopin (Vikram Potdar) --$tMazurkas, op. 50, nos. 1-4 /$rKarol Szymanowski (Kyuree Kang) --$tVariation on a theme by Paganini, for two pianos /$rLutoslawski (Kyuree Kang, piano I ; Koren Loiacono, piano II).","1\$aBjerken, Xak.;1\$aZhou, Andrew.","\\$oRecorded$d2013 May 6,$pBarnes Hall, Cornell University.",TRUE,Barnes,5/6/13 0:00,Piano students of Xak Bjerken and Andrew Zhou: Chopin and beyond.,20130506_Bjerken,
,00$aStudent chamber music recital.,0\$aVarious performers.,"00$tFrom Flute trio in D major, Hob. XV:16 :$tAllegro ;$tAndantino piu tosto allegretto /$rJoseph Haydn (Tevin Conner, flute ; Andrea Cameron, cello ; Eric Tan, piano) --$tLas cuatro estaciones porte{tilde}nas, for piano, violin and cello.$tPrimavera porte{tilde}na ;$tVerano porte{tilde}no ;$tOto{tilde}no porte{tilde}no ;$tInvierno porte{tilde}no /$r{acute}Astor Piazzolla (Emily Choi, piano ; Moriah Son, violin ; Vivian Yang, cello) --$tFrom Sonata for cello and piano in E minor, op. 38 :$tAllegretto quasi menuetto ;$tAllegro /$rJohannes Brahms (Eric Park, cello ; Shiliu Wang, piano) --$tFrom Piano trio in A minor, op. 50 :$tPezzo elegiaco (moderato assai--allegro giusto) /$rPiotr Ilyich Tchaikovsky (Tiffany Tsay, piano ; Elaine Higashi, violin ; Jamie Lee, cello).",,"\\$oRecorded$d2013 May 7,$pBarnes Hall, Cornell University.",TRUE,Barnes,5/7/13 0:00,Student chamber music recital.,20130507_Student_Chamber_Music,
,"00$aAndrew Zhou, piano, with Michael Compitello, marimba.","0\$aAndrew Zhou, piano ; with Michael Compitello, marimba.","00$ton a clear day$g(2004) /$rMatthias Pintscher --$tMazurkas, op. 27$g(2009).$tModerato ;$tPrestissimo molto espressivo ;$tGrave maestoso /$rThomas Ad{grave}es --$t Echo andante$g(1962) /$rHelmut Lachenmann --$tMarsyas$g(2006) /$rOlga Neuwirth --$tQuatre pi{grave}eces f{acute}ebriles, for marimba and piano$g(1995) /$rGeorges Aperghis (with Mr. Compitello).","1\$aZhou, Andrew,$eperformer.;1\$aCompitello, Michael,$eperformer.","\\$oRecorded$d2013 May 11,$pBarnes Hall, Cornell University.",TRUE,Barnes,5/11/13 0:00,"Andrew Zhou, piano, with Michael Compitello, marimba.",20130511_Andrew_Zhou,
,00$aMayfest.$pProgram I.,0\$aVarious performers.,"00$tPreludes and fugues, K. 404a.$tNo. 6 in F minor, after W. F. Bach ;$tNo. 3 in F major, after J. S. Bach ;$tNo. 2 in G minor, after J. S. Bach /$rWolfgang Amadeus Mozart (STG Trio: Tatiana Samouil, violin ; Natalia Tchitch, viola ; Pavel Gomziakov, cello) --$tPiano quartet in E-flat major, op. 47.$tSostenuto assai--allegro ma non troppo ;$tScherzo: molto vivace ;$tAndante cantabile ;$tFinale: vivace /$rRobert Schumann (Tatiana Samouil, violin ; Natalia Tchitch, viola ; Pavel Gomziakov, cello ; Xak Bjerken, piano) --$tSonata for cello and piano$g(1948).$tModerato ;$tVivace, molto leggiero ;$tAdagio ;$tAllegro /$rElliott Carter (Elizabeth Lyon, cello ; Daniel Anastasio, piano) --$tHorn trio in E-flat major, op. 40.$tAndante ;$tScherzo: allegro ;$tAdagio mesto ;$tAllegro con brio /$rJohannes Brahms (Chezi Nir, horn ; Tatiana Samouil, violin ; Miri Yampolsky, piano).","1\$aBjerken, Xak.;1\$aYampolsky, Miri.","\\$oRecorded$d2013 May 19,$pBarnes Hall, Cornell University.",TRUE,Barnes,5/19/13 0:00,Mayfest.$pProgram I.,20130519_Mayfest,
,00$aMayfest.$pProgram III.,0\$aVarious performers.,"00$tAndante and variations, op. 46 /$rRobert Schumann (Xak Bjerken, piano I ; Daniel Anastasio, piano II ; Pavel Gomziakov, cello I ; John Haines-Eitzen, cello II ; Chezi Nir, horn) --$tFlute sonata.$tAllegro moderato ;$tScherzo: allegro giocoso ;$tAria andante ;$tFinale: allegro molto gajo /$rErwin Schulhoff (Eyal Ein-Habar, flute ; Miri Yampolsky, piano) --$tPesni i pljaski smerti = (""Songs and dances of death"").$tKolybel'naja = (""Lullaby"") ;$tSerenada = (""Serenade"") ;$tTrepak = (""Russian dance"") ;$tPolkovodec = (""Field marshall"") /$rModest Mussorgsky (Alexander Vassiliev, bass ; Miri Yampolsky, piano) --$tPappel im Strahl = (""A poplar in the sunbeam"") ;$tMemento vivere = (""Remember to live"") ;$tAuf den Tod einer jungen Frau = (""To the death of a young woman"") /$rRudi Stephan --$tCarte postale = (""Postcard"") ;$tChanson d'Orkenise = (""Song of Orkenise"") ;$tH{circ}otel = (""Hotel"") ;$tAdeline {grave}a la promenade = (""Adelina on a walk"") ;$tLa ma{circ}itresse volage = (""The flighty mistress""), from Chansons gaillardes ;$tL'offrande = (""The offering""), from Chansons gaillardes ;$tVoyage {grave}a Paris = (""Journey to Paris"") /$rFrancis Poulenc (Alexander Vassiliev, bass ; Xak Bjerken, piano) --$tViolin sonata no. 3 in C minor, op. 45.$tAllegro molto ed appassionato ;$tAllegretto espressivo alla romanza ;$tAllegro animato /$rEdvard Grieg (Tatiana Samouil, violin ; Miri Yampolsky, piano).","1\$aBjerken, Xak.;1\$aYampolsky, Miri.","\\$oRecorded$d2013 May 21,$pBarnes Hall, Cornell University.",TRUE,Barnes,5/21/13 0:00,Mayfest.$pProgram III.,20130521_Mayfest,
,00$aMayfest.$pProgram IV.,0\$aVarious performers.,"00$tTrio in D major for flute, cello and piano, Hob. XV:16.$tAllegro ;$tAndantino pi{grave}u tosto allegretto ;$tVivace assai /$rJoseph Haydn (Eyal Ein-Habar, flute ; Pavel Gomziakov, cello ; Malcolm Bilson, fortepiano) --$tHorn quintet in E-flat major, K. 407.$tAllegro ;$tAndante ;$tRondo: allegro /$rWolfgang Amadeus Mozart (Chezi Nir, horn ; Ariana Kim, violin ; Natalia Tchitch, viola I ; Arvilla Rovit, viola II ; Pavel Gomziakov, cello) --$tBez solnca = (""Without sun"").$tV chetyrjokh stenakh = (""Within four walls"") ;$tMenja ty v tolpe ne uznala = (""You have not recognized me in the crowd"") ;$tOkonchen prazdnyj, shumnyj den' = (""Over is the idle and clamorous day"") ;$tSkuchaj = (""Be bored"") ;$tElegija = (""Elegy"") ;$tNad rekoj = (""Above the river"") /$rModest Mussorgsky (Alexander Vassiliev, bass ; Miri Yampolsky, piano) --$tSextet in C major, op. 37.$tAllegro appassionato ;$tIntermezzo: adagio ;$tAllegro con sentimento ;$tFinale: allegro vivace, giocoso /$rErn{uml}o Dohn{acute}anyi (Tatiana Samouil, violin ; Natalia Tchitch, viola ; John Haines-Eitzen, cello ; Jeffrey Lau, clarinet ; Chezi Nir, horn ; Miri Yampolsky, piano).","1\$aBjerken, Xak.;1\$aYampolsky, Miri.","\\$oRecorded$d2013 May 22,$pBarnes Hall, Cornell University.",TRUE,Barnes,5/22/13 0:00,Mayfest.$pProgram IV.,20130522_Mayfest,
,"00$aJohn Stetch, piano, Doug Johnson, piano :$bjazz standards for two pianos.","0\$aJohn Stetch, piano ; Doug Johnson, piano.",,"1\$aStetch, John,$eperformer.;1\$aJohnson, Doug$c(Pianist),$eperformer.","\\$oRecorded$d2013 September 6,$pBarnes Hall, Cornell University.",TRUE,Barnes,9/6/13 0:00,"John Stetch, piano, Doug Johnson, piano: jazz standards for two pianos.",20130906_Stetch,
,"00$aIgnacio Prego, harpsichord.","0\$aIgnacio Prego, harpsichord.","00$tDiferencias sobre El canto del caballero ;$tDiferencias sobre La gallarda milanesa ;$tPavana con sus glosas /$rAntonio de Cabezon --$tTiento de 1er tono ;$tCorrente Italiana /$rJuan Cabanilles --$tSuite in D major.$tPrelude ;$tAllemande ;$tCourante ;$tSarabande ;$tGaillarde ;$tChaconne /$rLouis Couperin --$tSuite from Pieces de clavecin.$tAllemande ;$tCourante ;$tGigue en rondeau ;$tLes tricotets ;$tMenuet et 2me menuet ;$tLes sauvages /$rJean-Philippe Rameau --$tSuite in G major.$tPrelude ;$tAllemande ;$tCourante ;$tSarabande /$rHenry Purcell --$tEnglish suite no. 3 in G minor, BWV 808.$tPrelude ;$tAllemande ;$tCourante ;$tSarabande ;$tGavotte I & II ;$tGigue /$rJohann Sebastian Bach.","1\$aPrego, Ignacio,$eperformer.","\\$oRecorded$d2013 September 7,$pBarnes Hall, Cornell University.",TRUE,Barnes,9/7/13 0:00,"Ignacio Prego, harpsichord.",20130907_Ignacio_Prego,
,"00$aGuest artist, Ryu Goto, violin, with Eri Kang, piano.","0\$aRyu Goto, violin ; with Eri Kang, piano.","00$tPiano and violin sonata no. 9 in A major, op. 47 (""Kreutzer"").$tAdagio sostenuto--presto--adagio ;$tAndante con variazioni ;$tFinale: presto /$rLudwig van Beethoven --$tViolin sonata in A major.$tAllegretto ben moderato ;$tAllegro ;$tRecitativo--fantasia ;$tAllegretto poco mosso /$rC{acute}esar Franck --$tTheme original vari{acute}e, op. 15 /$rHenryk Wieniawski.","1\$aGoto, Ryu,$eperformer.;1\$aKang, Eri,$eperformer.","\\$oRecorded$d2013 October 1,$pBarnes Hall, Cornell University.",TRUE,Barnes,10/1/13 0:00,"Guest artist, Ryu Goto, violin, with Eri Kang, piano.",20131001_Ryu_Goto,
,"00$aXak Bjerken, piano, with Elizabeth Lyon, cello.","0\$aXak Bjerken, piano ; with Elizabeth Lyon, cello.","00$tSonata for cello and piano.$tPrologue: lent, sostenuto e molto risoluto ;$tS{acute}er{acute}ende: mod{acute}er{acute}ement anim{acute}e-- ;$tFinale: anim{acute}e, l{acute}eger et nerveux /$rClaude Debussy --$tSonata in C major, op. 102, no. 1.$tAndante--allegro vivace ;$tAdagio-- ;$tAllegro vivace /$rLudwig van Beethoven --$tTwo depositions /$rChristopher Stark --$tSonata no. 2 in F major, op. 99.$tAllegro vivace ;$tAdagio affettuoso ;$tAllegro passionato ;$tAllegro molto /$rJohannes Brahms.","1\$aBjerken, Xak.$eperformer.;1\$aLyon, Elizabeth,$eperformer.","\\$oRecorded$d2013 October 20,$pBarnes Hall, Cornell University.",TRUE,Barnes,10/20/13 0:00,"Xak Bjerken, piano, with Elizabeth Lyon, cello.",20131020_Bjerken_and_Lyon,
,"00$aGuest artists: Miya Masaoka, koto/electronics, with Kenta Nagai, fretless electric guitar/hichi-riki.","0\$aMiya Masaoka, koto/electronics ; Kenta Nagai, fretless electric guitar/hichi-riki.",00$tSolo improvisation /$rMiya Masaoka --$tDuo improvisation /$rMiya Masaoka and Kenta Nagai.,"1\$aMasaoka, Miya,$eperformer.;1\$aNagai, Kenta,$eperformer.","\\$oRecorded$d2013 October 22,$pBarnes Hall, Cornell University.",TRUE,Barnes,10/22/13 0:00,"Guest artists: Miya Masaoka, koto/electronics, with Kenta Nagai, fretless electric guitar/hichi-riki.",20131022_Masaoka_and_Nagai,
,00$aCornell University Jazz Band.,"0\$aPaul Merrill, director ; with guests Mark Taylor, conductor-arranger ; Williams Jazz Quartet.",00$tRunning man /$rAvery Sharpe --$tRise and shine /$rRobert Glasper --$tThe very thought of you /$rRay Noble --$tCaravan /$rJuan Tizol --$tGroove merchant /$rThad Jones --$tDarn that dream /$rJimmy Van Huesen ;$rarr. Lenny Niehaus --$tEsperanza /$rJohn LaBarbera --$tOne by one /$rWayne Shorter ;$rarr. Mark Tayor --$tGoodbye yellow brick road /$rElton John ;$rarr. Taylor --$tTo the edge /$rTaylor --$tBone talk /$rTaylor --$tSoftly as in a morning sunrise /$rSigmond Romberg ;$rarr. Taylor --$tGiant steps /$rJohn Coltrane ;$rarr. Taylor.,"1\$aMerrill, Paul,$d1972-;1\$aTaylor, Mark,$d1972-$econductor.","\\$oRecorded$d2013 October 26,$pBarnes Hall, Cornell University.",TRUE,Barnes,10/26/13 0:00,Cornell University Jazz Band.,20131026_CU_Jazz_Band,
,"00$aA public masterclass, Christopher Hogwood, Andrew D. White Professor-at-Large, with Les Petits Violons.","0\$aLes Petits Violons ; Carlos Ram{acute}irez, director ; Ken Fung, curator of Baroque string instruments ; Neal Zaslaw, advisor.","00$tConcerto grosso in D minor$g(1726) /$rFrancesco Geminiani --$tSonata in D minor, op. 5, no. 7$g(1700).$tPreludio. Vivace ;$tCorrente. Allegro ;$tSarabanda. Largo ;$tGiga. Allegro /$rArcangelo Corelli.","1\$aRam{acute}irez, Carlos.;1\$aFung, Ken.;1\$aZaslaw, Neal,$d1939-","\\$oRecorded$d2013 October 27,$pBarnes Hall, Cornell University.",TRUE,Barnes,10/27/13 0:00,"A public masterclass, Christopher Hogwood, Andrew D. White Professor-at-Large, with Les Petits Violons.",20131027_Hogwood_Masterclass,
,00$aCornell Chamber Orchestra.,"0\$aCornell Chamber Orchestra ; Chris Younghoon Kim, conductor ; with guests Ariana Kim, violin ; Susan Waterbury, violin.","00$tFive variants of ""Dives and lazarus""$g(1923) /$rRalph Vaughan Williams --$tConcerto grosso no. 1$g(1977).$tPreludio: andante ;$tToccata: allegro ;$tRecitativo: lento ;$tCadenza ;$tRondo: agitato ;$tPostludio: andante--allegro--andante /$rAlfred Schnittke (with Ms. Kim and Ms. Waterbury).","1\$aKim, Chris Younghoon,$econductor.;1\$aKim, Ariana,$eperformer.;1\$aWaterbury, Susan,$eperformer.","\\$oRecorded$d2013 November 20,$pBarnes Hall, Cornell University.",TRUE,Barnes,11/20/13 0:00,Cornell Chamber Orchestra.,20131120_CCO,
,00$aViolin studio recital I :$bstudents of Ariana Kim.,"0\$aStudents of Ariana Kim ; with Joseph Pepper, piano.","00$tPartita no. 3 in E major, BWV 1006.$tPreludio /$rJohann Sebastian Bach (Elaine Higashi) --$tScottish fantasy, op. 46.$tAndante sostenuto /$rMax Bruch (Rachael Comunale) --$tConcerto in E minor, op. 64.$tAllegro molto appassionato /$rFelix Mendelssohn (Thomas Collum) --$tConcerto in D major, op. 35.$tModerato nobile /$rErich Korngold (Ji Min Yang) --$tConcerto in G minor, op. 26.$tVorspiel: allegro moderato$r(Jacob Cohen) ;$tAdagio$r(Sarah McDonald) ;$tFinale: allegro energico$r(Katherine Soule) /$rBruch.","1\$aKim, Ariana.;1\$aPepper, Joseph,$eperformer.","\\$oRecorded$d2013 November 21,$pBarnes Hall, Cornell University.",TRUE,Barnes,11/21/13 0:00,Violin studio recital I: students of Ariana Kim.,20131121_Ariana_Kim_Students,
,00$aAn evening of Renaissance & Baroque music.,"0\$aLe petit {acute}ecurie--Cornell's Renaissance Wind Band (Mat Langlois, director ; Anna Marsh, coach) ; Cornell's Viol Consort (Heather Lardin, director) ; Les petits violons--Cornell's Baroque String Orchestra (Carlos Ram{acute}irez, director ; Paul Miller, concertmaster).","00$tPavane, from Orch{acute}esographie$g(1589) /$rThoinot Arbeau --$tImprovisations upon a Passamezzo from Terza trattado de glosas$g(1553) /$rDiego Ortiz (Stefanie Green, John Handel, Richard Rand, Sara Schaffzin, Lee Tyson, recorders ; Stanley Howard, dulcian ; Anna Marsh, drum) --$tAne lessone upon the First psalme /$rAnonymous, 16th century (Colin Barber, Cassie Sulbar{grave}an, Gregory Rosenthal, Paul Hwang) --$tConcert XLVII: Le pianel /$rJean de Sainte Colombe (David Miller, Zoe Weiss) --$tIncidental music for Courtship a-la-mode$g(1700) by David Craufurd.$tOverture ;$tAire I ;$tAire II ;$tRound O ;$tRound O minuet ;$tRound O Scotch tune /$rWilliam Croft --$tIncidental music for Amphitryon or The two sosias$g(1690) by John Dryden.$tOverture ;$tSaraband ;$tHornpipe ;$tScotch tune /$rHenry Purcell --$tConcert grosso in D minor$g(1726) after Arcangelo Corelli's Sonata in D minor, op. 5, no. 7$g(1700).$tPreludio. Vivace ;$tCorrente. Allegro ;$tSarabanda. Largo ;$tGiga. Allegro /$rFrancesco Geminiani.",,"\\$oRecorded$d2013 November 26,$pBarnes Hall, Cornell University.",TRUE,Barnes,11/26/13 0:00,An evening of Renaissance & Baroque music.,20131126_Renaissance_and_Baroque,
,00$aStudio 342 :$bvoice students of Judith Kellock.,0\$aVarious performers.,"00$tFrom Exsultate, jubilate, K. 165$g(1773) :$tFulget amica dies ;$tTu virginum corona ;$tAlleluia /$rWolfgang Amadeus Mozart (Annalise Smith, soprano ; Loren Loiacono, piano) --$tLied der Delphine /$rFranz Schubert (Emily Gustafson, soprano ; Blaise Bryski, piano) --$tMaria ging aus wandern /$rJohannes Brahms ;$tFrom Edgar :$tAddio, mio dolce amor /$rGiacomo Puccini (Decker Nielsen, soprano ; Jordan Musser, piano) --$tPour ce que Plaisance est morte ;$tLe matelot qui tombe {grave}a l'eau /$rClaude Debussy (Alexander Reese, baritone ; with Ms. Loiacono) --$tFrom The medium :$tThe black swan /$rGian Carlo Menotti (Ariel Schwartz, mezzo-soprano ; with Mr. Bryski) --$tFrom Cuatro madrigales amatorios :$t{iquest}Con qu{acute}e la lavar{acute}e? ;$tDe los {acute}alamos vengo, madre /$rJoaquin Rodrigo (Emma Keteltas, soprano ; with Ms. Loiacono) --$tTwo songs, op. 76.$tLe parfum imp{acute}erissable ;$tArp{grave}ege /$rGabriel Faur{acute}e (Hilary Garnish, soprano ; with Mr. Bryski) --$tFrom Songs of travel :$tLet beauty awake ;$tThe roadside fire /$rRalph Vaughan Williams (Annalyse Moskeland, soprano ; with Mr. Bryski) --$tIl fervido desiderio ;$tDolente immagine di fille mia /$rVincenzo Bellini (Eilis Monahan, soprano ; with Mr. Musser) --$tFrom Edgar :$tO fior del giorno /$rPuccini (Emily Akpan, soprano ; with Mr. Bryski) --$tPer questa bella mano, K. 612 /$rMozart (Martin Mahoney, baritone ; with Ms. Loiacono) --$tFrom Il matrimonio segreto :$tSe fiato in cor avete /$rDomenico Cimarosa (Mr. Mahoney and Mr. Reese ; with Mr. Bryski).","1\$aKellock, Judith.","\\$oRecorded$d2013 December 2,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/2/13 0:00,Studio 342: voice students of Judith Kellock.,20131202_Judith_Kellock,
,00$aPiano students of Xak Bjerken.,0\$aVarious performers.,"00$tFrom Sonata in C minor, op. 111 :$tMaestoso--allegro con brio ed appassionato /$rLudwig van Beethoven ;$tFrom El amor brujo :$tDanza ritual del fuego = (""Ritual fire dance"") /$rManuel de Falla (Eric Tan) --$tBarcarolle in F-sharp major, op. 60 /$rFr{acute}ed{acute}eric Chopin ;$tFrom Suite espa{tilde}nola, op. 47 :$tSevilla /$rIsaac Alb{acute}eniz (Fred Dong) --$tFrom Iberia, book II :$tTriana /$rAlb{acute}eniz (Vikram Potdar) --$tFrom Concerto no. 2 in C minor, op. 18 :$tModerato /$rSergei Rachmaninoff (Serim An) --$tFrom Concerto no. 1 in E minor, op. 11 :$tAllegro maestoso /$rChopin (Emily Dothe) --$tFrom J{acute}at{acute}ekok, book III :$t12 new microludes /$rGy{uml}orgy Kurt{acute}ag --$tFrom Goyescas, op. 11 :$tEl fandango de candil /$rEnrique Granados (Loren Loiacono) --$tPolonaise-fantasie in A-flat major, op. 61 /$rChopin ;$tVariations op. 41 /$rNikolai Kapustin (Kyuree Kang).","1\$aBjerken, Xak.","\\$oRecorded$d2013 December 7,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/7/13 0:00,Piano students of Xak Bjerken.,20131207_BjerkenStudents,
,00$aWinter concert.,"0\$aCornell Middle Eastern and Mediterreanean Music Ensemble ; Harold Hagopiano, musical director ; Gail Holst-Warhaft, co-director.","00$tAziza /$rInstrumental, Arabic, composed by Mohammad Abdel Wahab --$tKana me /$rBulgarian Roma folk song --$tA la una yo nasi /$rLadino folk song --$tAda sahileri /$rInstrumental, Turkish and Greek versions --$tStopa kai s' to ksanaleo = (""I told you and I'll tell you again) /$rGreek --$tHabibi ya einy /$rEgyptian, composed by George Yazbek --$tMaach /$rPersian traditional --$tAnush yares heratza /$rArmenian, composed by Udi Hrant Kenkulian --$tMadagh hokoot /$rArmenian folk dance --$tDarildin mi g{uml}ul{uml}um--hariklaki /$rTurkish & Greek versions.","1\$aHagopian, Harold G.;1\$aHolst-Warhaft, Gail,$d1941-","\\$oRecorded$d2013 December 8,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/8/13 0:00,Winter concert.,20131208_Middle_Eastern,
,00$aStudent chamber music recital.,0\$aVarious performers.,"00$tFrom Sonata no. 1 in E minor for cello and piano, op. 38 ;$tAllegretto quasi menuetto ;$tAllegro /$rJohannes Brahms (Charis Lin, cello ; Blaise Bryski, piano) --$tEtude in C-sharp minor, op. 10, no. 4 /$rFr{acute}ed{acute}eric Chopin (Jiacong Xu, piano) --$tFrom Trio in E minor for piano, violin and cello, op. 90 (""Dumky"") :$tLento maestoso ;$tPoco adagio /$rAnton{acute}in Dvo{caron}r{acute}ak (Loren Loiacono, piano ; Akito Nicol, violin ; Min Keun Park, cello) --$tFrom Sonata no. 2 in F major for cello and piano, op. 99 :$tAllegro vivace ;$tAdagio affetuoso /$rBrahms (Daniel Cho, cello ; Serim An, piano).",,"\\$oRecorded$d2013 December 9,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/9/13 0:00,Student chamber music recital.,20131209_Student_Chamber_Recital,
,00$aNew morse code.,"0\$aHannah Collins, cello ; Michael Compitello, percussion.","00$tStuttered chant /$rDavid Lang --$tBoris Kerner /$rCaroline Shaw --$tPostlude /$rJustin Tierney --$tCaught by the sky with wire.$tThe dance ;$tHugging himself for days, and never getting an answer ;$tThose with the longest shadows ;$tTied together with this ;$tAgain, the little girl with her bird ;$tHis heart, exploded with wire ;$tIn a year, when she can speak again /$rNick Didkovsky --$tClapping music /$tSteve Reich --$tSongs of the mouse people.$tCommon squeaking (made apparent by its delicacy) ;$tThat peace we yearn for ;$tEvery disturbance is an opportunity ;$tA thousand pairs of shoulders tremble (under a burden actually meant for one) ;$tLaughter stops (when we see Josephine) /$rMartin Bresnick --$tIs it Auburn?$tJust please let me know and that's all I ask from you ;$tIs it auburn? /$rRobert Honstein (Nicholas DiEugenio, violin ; Xak Bjerken, piano).","1\$aCollins, Hannah,$eperformer.;1\$aCompitello, Michael,$eperformer.","\\$oRecorded$d2014 January 29,$pBarnes Hall, Cornell University.",TRUE,Barnes,1/29/14 0:00,New morse code.,20140129_Collins_and_Compitello,
,"00$aJohn Stetch, piano, Felix Jarrar, piano.","0\$aJohn Stetch, piano ; Felix Jarrar, piano.","00$tToccata and fugue on a theme by Mozart in G minor /$rFelix Jarrar (Mr. Jarrar) --$tFrom Sonata no. 13 in B-flat major, K. 333 :$tAndante cantabile /$rWolfgang Amadeus Mozart ;$rarr. John Stetch (Mr. Stetch) --$tCapriccio no. 2 /$rJoseph Anton Steffan (Mr. Jarrar) --$tFrom Italian concerto, BWV 971 :$tPresto /$rJohann Sebastian Bach ;$rarr. Stetch (Mr. Stetch) --$tEstampes, L. 100.$tPagodes ;$tLa soir{acute}ee dans Grenade ;$tJardins sous la pluie /$rClaude Debussy (Mr. Jarrar) --$tPolonaise in A-flat major (""Heroic"") /$rFr{acute}ed{acute}eric Chopin ;$rarr. Stetch --$tTwo-piano improvisation$r(Mr. Jarrar and Mr. Stetch).","1\$aStetch, John,$eperformer.;1\$aJarrar, Felix,$eperformer.","\\$oRecorded$d2014 January 31,$pBarnes Hall, Cornell University.",TRUE,Barnes,1/31/14 0:00,"John Stetch, piano, Felix Jarrar, piano.",20140131_Stetch_Jarrar,
,00$aSenior recital.,"0\$aKyuree Kang, piano.","00$tPiano sonata in A major, op. 2, no. 2.$tAllegro vivace ;$tLargo appassionato ;$tScherzo: allegretto ;$tRondo: grazioso /$rLudwig van Beethoven --$tEtude in A-flat major, op. 10, no. 10 /$rFr{acute}ed{acute}eric Chopin --$tPrelude and fugue in D major, BWV 874 /$rJohann Sebastian Bach --$tPolonaise-fantasie in A-flat major, op. 61 /$rChopin --$tVariations op. 41 /$rNikolai Kapustin.","1\$aKang, Kyuree,$eperformer.","\\$oRecorded$d2014 February 2,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/2/14 0:00,Senior recital.,20140202_Kyuree_Kang_Recital,
,"00$aMichael Compitello, percussion :$bdramas/games.","0\$aMichael Compitello, percussion ; with guests Ashley Bathgate, cello ; Hannah Collins, cello ; Iktus Piano-Percussion Duo (Denise Fillion, piano ; Chris Graham, percussion).","00$tGesang der J{uml}unglinge = (""Song of the youths""), for tape /$rKarlheinz Stockhausen --$tMatch /$rMauricio Kagel (Ms. Bathgate ; Ms. Collins ; Mr. Compitello) --$tKontakte = (""Contacts"") /$rStockhausen (Iktus Piano-Percussion Duo ; Kevin Ernste, electronics).","1\$aCompitello, Michael,$eperformer.;1\$aBathgate, Ashley,$eperformer.;1\$aCollins, Hannah,$eperformer.;1\$aFillion, Denise,$eperformer.;1\$aGraham, Chris,$eperformer.","\\$oRecorded$d2014 February 8,$pBarnes Hall, Cornell University.",TRUE,Barnes,2/8/14 0:00,"Michael Compitello, percussion: dramas/games.",20140208_Compitello,
